1062	320	96	352	128	100
1063	352	96	384	128	100
1064	384	96	416	128	100
1065	416	96	448	128	100
1066	448	96	480	128	100
1067	480	96	512	128	100
1068	512	96	544	128	100

#mapID	filematrix map
[MAPMATRIX]
#MAP1
1	matrix-map-1.txt

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON =========
#idle left
101	10001	100
#idle right
102	11001	100

#walk left
103	10002	100	10003	100
#walk right
104	11002	100	11003	100

#jump/duck left
105	10004	100
#jump/duck right
106	11004	100

#hurt left
107	10005	100
#hurt right
108	11005	100

#death left
109	10006	100
#death right
110	11006	100

#stair up left
111	10011	100	10012	100
#stair up right
112	11011	100	11012	100

#stair down left
113	10016	100	10017	100
#stair down right
114	11016	100	11017	100

#attack
#standing left
115	10021	100	10022	100	10023	100
#standing right
116	11021	100	11022	100	11023	100
#ducking left
117	10026	100	10027	100	10028	100
#ducking right
118	11026	100	11027	100	11028	100
#uping left
119	10031	100	10032	100	10033	100
#uping right
120	11031	100	11032	100	11033	100
#downing left
121	10036	100	10037	100	10038	100
#downing right
122	11036	100	11037	100	11038	100

# ==== FLOOR =========
201	20001	100

# ==== HOLDER =========
#fire pot
301	30001	100	30002	100
#candle
302	30006	100	30007	100
#break
303	30011	100

# ==== ITEM =========
#small heart
401	40001	100
#big heart
402	40002	100
#money bag
#red
406	40006	100
#white
407	40007	100
#blue
408	40008	100
#whip
#red
411	40011	100
#blue
412	40012	100
#dagger
416	40016	100

# id	ani1	ani2	ani3
[ANIMATION_SETS]
# SIMON
1	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122
# FLOOR
2	201
# HOLDER
3	301	302	303
# ITEM
4	401	402	406	407	408	411	412	416
