80024	168	15	179	28	80
#Z
80025	181	15	194	28	80

#0
80026	1	29	14	42	80
#1
80027	18	29	29	42	80
#2
80028	31	29	44	42	80
#3
80039	46	29	59	42	80
#4
80030	61	29	74	42	80
#5
80031	76	29	89	42	80
#6
80032	91	29	104	42	80
#7
80033	106	29	119	42	80
#8
80034	121	29	134	42	80
#9
80035	136	29	149	42	80
#-
80036	153	34	162	36	80

#Health
#Red
80037	0	0	10	17	81

#Orange
80038	22	0	32	17	81

#Door
#Closed
90000	3	0	19	96	90

#Opening
90001	48	0	80	96	90

#Opened
90002	96	0	176	96	90


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== SIMON =========
#idle left
101	10001	100
#idle right
102	11001	100

#walk left
103	10001	100	10002	100	10003	100
#walk right
104	11001	100	11002	100	11003	100

#jump/duck left
105	10004	100
#jump/duck right
106	11004	100

#hurt left
107	10005	100
#hurt right
108	11005	100

#death left
109	10006	100
#death right
110	11006	100

#stair up left
111	10011	100	10012	100
#stair up right
112	11011	100	11012	100

#stair down left
113	10016	100	10017	100
#stair down right
114	11016	100	11017	100

#attack
#standing left
115	10021	100	10022	120	10023	130
#standing right
116	11021	100	11022	120	11023	130
#ducking left
117	10026	100	10027	120	10028	130
#ducking right
118	11026	100	11027	120	11028	130
#uping left
119	10031	100	10032	100	10033	100
#uping right
120	11031	100	11032	100	11033	100
#downing left
121	10036	100	10037	100	10038	100
#downing right
122	11036	100	11037	100	11038	100


# ==== FLOOR =========
201	20001	100

# ==== HOLDER =========
#fire pot
301	30001	100	30002	100
#candle
302	30006	100	30007	100
#break
303	30011	100	30012	100

# ==== ITEMS=========
#small heart
401	40001	100
#big heart
402	40002	100
#money bag
#red
406	40006	100
#white
407	40007	100
#blue
408	40008	100
#whip
#red
411	40011	100
#blue
412	40012	100
#dagger
416	40016	100
#Stop watch
417	40017	100
#Cross
418	40018	100
#Holy water
419	40019	100

# ==== WEAPON =========
#whip
#left
501	50001	100	50002	120	50003	130
502	50006	100	50007	120	50008	130
503	50011	100	50012	120	50013	130
#right
511	51001	100	51002	120	51003	130
512	51006	100	51007	120	51008	130
513	51011	100	51012	120	51013	130
#dagger
#left
504	50016	100
#right
514	51016	100
#Holy water
#throw
#left
505	50017	100
#right
515	51017	100
# using
506	50018	100	50019	100	50020	100

# ==== ENEMY  =========
#ghost
#moving left
600	60001	100	60002	100
#moving right
601	60011	100	60012	100

#panther
#idle left
610	61000	100
#idle right
611	61010	100

#leap left
612	61001	100
#leap right
613	61011	100

#moving left
614	61002	100	61003	100
#moving right
615	61012	100	61013	100



#fishman
#idle left
620	62000	100
#idle right
621	62010	100

#moving left
622	62000	100	62001	100	62002	100

#moving right
623	62010	100	62011	100	62012	100

# ==== EFFECT =========
#Burn
700	70000	100	70001	100	70002	100

#400 effect
701	70010	100
#700 effect
702	70020	100
#1000 effect
703	70030	100

#hit effect
704	70040	100

# ==== BOARD ELEMENT =========
#Character
#A
800	80000	100

#B
801	80001	100

#C
802	80002	100

#D
803	80003	100

#E
804	80004	100

#F
805	80005	100

#G
806	80006	100

#H
807	80007	100

#I
808	80008	100

#J
809	80009	100

#K
810	80010	100

#L
811	80011	100

#M
812	80012	100

#N
813	80013	100

#O
814	80014	100

#P
815	80015	100

#Q
816	80016	100

#R
817	80017	100

#S
818	80018	100

#T
819	80019	100

#U
820	80020	100

#V
821	80021	100

#W
822	80022	100

#X
823	80023	100

#Y
824	80024	100

#Z
825	80025	100

#0
826	80026	100

#1
827	80027	100

#2
828	80028	100

#3
829	80029	100

#4
830	80030	100

#5
831	80031	100

#6
832	80032	100

#7
833	80033	100

#8
834	80034	100

#9
835	80035	100

#-
836	80036	100

#Health
#Red
837	80037	100
#Orange
838	80038	100

# ==== DOOR =========
#Closed
900	90000	100
#Opening
901	90001	100
#Opened
902	90002	100



#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
1	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122
# FLOOR 
2	201
# HOLDER
3	301	302	303
# ITEMS
4	401	402	406	407	408	411	412	416	417	418	419
#WEAPON
5	501	502	503	511	512	513	504	514	505	515	506
#ENEMY
6	600	601	610	611	612	613	614	615	620	621	622	623
#EFFECT
7	700	701	702	703	704
#BOARD
8	800	801	802	803	804	805	806	807	808	809	810	811	812	813	814	815	816	817	818	819	820	821	822	823	824	825	826	827	828	829	830	831	832	833	834	835	836	837	838
#DOOR
9	900	901	902

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba
# MARIO
0	50.0	0	1

# GOOMBA
2	200	135	3
2	260	135	3
2	320	135	3
2	480	135	3
2	500	135	3

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	150	2
1	16	150	2
1	32	150	2
1	48	150	2
1	64	150	2
1	80	150	2
1	96	150	2
1	112	150	2
1	128	150	2
1	144	150	2
1	160	150	2
1	176	150	2
1	192	150	2
1	208	150	2
1	224	150	2
1	240	150	2
1	256	150	2
1	272	150	2
1	288	150	2
1	304	150	2
1	320	150	2
1	336	150	2
1	352	150	2
1	368	150	2
1	384	150	2
1	400	150	2
1	416	150	2
1	432	150	2
1	448	150	2

# ---- brick group 1 ----
1	100	74	2
1	100	90	22
1	84	90	22

# ---- brick group 2 ----
1	160	74	2
1	160	90	22
1	144	90	22

# ---- brick group 3 ----
1	220	74	2
1	220	90	22
1	204	90	22

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	0	316	150	2

